form,deprel,deps,misc,grafo,text,word_join,word_join_start,word_join_end,index_e,sentence,#sentence_original
geradora,amod,B=ELEMENTO_PETRO,"{'end_char': '256338', 'grafo': '#source_rock', 'start_char': '256330'}",#source_rock,"Não é possível observar a evolução     parâmetros geoquímicos de uma seção geradora, em um mesmo ponto    bacia sedimentar,    estágio imaturo até a fase de expulsão de petróleo..", geradora,75,83,11.0,108,542
bacia,nmod,B=BACIA,"{'end_char': '256366', 'grafo': '#basin', 'start_char': '256361'}",#basin,"Não é possível observar a evolução     parâmetros geoquímicos de uma seção geradora, em um mesmo ponto    bacia sedimentar,    estágio imaturo até a fase de expulsão de petróleo..", bacia,106,111,17.0,108,542
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '256432', 'grafo': '#oil', 'start_char': '256424'}",#oil,"Não é possível observar a evolução     parâmetros geoquímicos de uma seção geradora, em um mesmo ponto    bacia sedimentar,    estágio imaturo até a fase de expulsão de petróleo..", petróleo,169,177,28.0,108,542
rocha,nmod,B=ELEMENTO_PETRO,"{'end_char': '256495', 'grafo': '#source_rock', 'start_char': '256490'}",#source_rock,"Portanto,            um banco de dados de amostras    rocha geradora, perfurada por vários poços a diferentes profundidades, representando graus de evolução térmica distintos..", rocha geradora,54,68,8.0,109,543
poços,obl:agent,B=POÇO,"{'end_char': '256532', 'grafo': '#well', 'start_char': '256527'}",#well,"Portanto,            um banco de dados de amostras    rocha geradora, perfurada por vários poços a diferentes profundidades, representando graus de evolução térmica distintos..", poços,91,96,14.0,109,543
Bacia,obl,B=BACIA,"{'end_char': '256622', 'grafo': '#INTER_BACIA_012', 'start_char': '256617'}",#INTER_BACIA_012,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", Bacia de Paris,0,14,0.0,110,544
geradora,amod,B=ELEMENTO_PETRO,"{'end_char': '256684', 'grafo': '#source_rock', 'start_char': '256676'}",#source_rock,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", geradora,59,67,11.0,110,544
eojurássica,amod,B=UNIDADE_CRONO,"{'end_char': '256704', 'grafo': '#LowerJurassic', 'start_char': '256693'}",#LowerJurassic,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", eojurássica,76,87,13.0,110,544
poços,obl,B=POÇO,"{'end_char': '256722', 'grafo': '#well', 'start_char': '256717'}",#well,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", poços,100,105,17.0,110,544
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '256848', 'grafo': '#hydrocarbon', 'start_char': '256833'}",#hydrocarbon,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", hidrocarbonetos,216,231,31.0,110,544
geração,nmod,B=EVENTO_PETRO,"{'end_char': '256955', 'grafo': '#hydrocarbon_generation', 'start_char': '256948'}",#hydrocarbon_generation,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", geração,331,338,52.0,110,544
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '256967', 'grafo': '#oil', 'start_char': '256959'}",#oil,"Bacia de Paris, por exemplo, em dados geoquímicos    seção geradora marinha eojurássica, obtidos em poços diferentes,         claramente depleção    índice de hidrogênio acompanhada de um incremento    quantidade de hidrocarbonetos (determinado por extração) a partir de uma profundidade em torno de 2 000 m, indicando o início    geração de petróleo (Espitalié et al. 1988; fig. 5)..", petróleo,342,350,54.0,110,544
geração,nmod,B=EVENTO_PETRO,"{'end_char': '257558', 'grafo': '#hydrocarbon_generation', 'start_char': '257551'}",#hydrocarbon_generation,"PETROBRAS, Rio de Janeiro, 11 (1/2): 116-131, jan./dez. (5) Fig. 4 - Exemplo hipotético em que se mostra a aplicação    estudo de séries naturais de parâmetros geoquímicos (a)    definição     topos    janela de geração e expulsão de petróleo em seções (b) e mapas geológicos (c)..", geração,212,219,45.0,111,548
petróleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '257581', 'grafo': '#oil', 'start_char': '257573'}",#oil,"PETROBRAS, Rio de Janeiro, 11 (1/2): 116-131, jan./dez. (5) Fig. 4 - Exemplo hipotético em que se mostra a aplicação    estudo de séries naturais de parâmetros geoquímicos (a)    definição     topos    janela de geração e expulsão de petróleo em seções (b) e mapas geológicos (c)..", petróleo,234,242,49.0,111,548
rocha,obl:agent,B=ELEMENTO_PETRO,"{'end_char': '258088', 'grafo': '#source_rock', 'start_char': '258083'}",#source_rock,"Em um estudo de séries naturais ideal, deveriam estar reunidas amostras de uma mesma fácies orgânica que representassem de modo contínuo sua evolução    estágio imaturo (0,2%Ro) até o mais avançado grau de evolução térmica alcançado      rocha geradora    bacia..", rocha geradora,238,252,39.0,112,549
bacia,obl,B=BACIA,"{'end_char': '258106', 'grafo': '#basin', 'start_char': '258101'}",#basin,"Em um estudo de séries naturais ideal, deveriam estar reunidas amostras de uma mesma fácies orgânica que representassem de modo contínuo sua evolução    estágio imaturo (0,2%Ro) até o mais avançado grau de evolução térmica alcançado      rocha geradora    bacia..", bacia,256,261,41.0,112,549
geradora,amod,B=ELEMENTO_PETRO,"{'end_char': '260055', 'grafo': '#source_rock', 'start_char': '260047'}",#source_rock,Fig. 5 - Exemplo de aplicação    estudo de séries naturais para a seção geradora de idade eojurássica    Bacia de Paris.., geradora,72,80,13.0,113,563
idade,nmod,B=UNIDADE_CRONO,"{'end_char': '260064', 'grafo': '#LowerJurassic', 'start_char': '260059'}",#LowerJurassic,Fig. 5 - Exemplo de aplicação    estudo de séries naturais para a seção geradora de idade eojurássica    Bacia de Paris.., idade eojurássica,84,101,15.0,113,563
Bacia,nmod,B=BACIA,"{'end_char': '260085', 'grafo': '#INTER_BACIA_012', 'start_char': '260080'}",#INTER_BACIA_012,Fig. 5 - Exemplo de aplicação    estudo de séries naturais para a seção geradora de idade eojurássica    Bacia de Paris.., Bacia de Paris,105,119,17.0,113,563
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '260723', 'grafo': '#hydrocarbon', 'start_char': '260708'}",#hydrocarbon,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", hidrocarbonetos,37,52,4.0,114,567
rocha,obl,B=ELEMENTO_PETRO,"{'end_char': '260742', 'grafo': '#source_rock', 'start_char': '260737'}",#source_rock,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", rocha geradora,66,80,6.0,114,567
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '260796', 'grafo': '#hydrocarbon', 'start_char': '260781'}",#hydrocarbon,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", hidrocarbonetos,110,125,14.0,114,567
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '261346', 'grafo': '#hydrocarbon', 'start_char': '261331'}",#hydrocarbon,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", hidrocarbonetos,37,52,4.0,115,571
rocha,obl,B=ELEMENTO_PETRO,"{'end_char': '261365', 'grafo': '#source_rock', 'start_char': '261360'}",#source_rock,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", rocha geradora,66,80,6.0,115,571
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '261419', 'grafo': '#hydrocarbon', 'start_char': '261404'}",#hydrocarbon,"Esta perda depende    composição     hidrocarbonetos presentes    rocha geradora (quanto maior a proporção de hidrocarbonetos leves, maior a perda) e    tempo compreendido entre a coleta e a análise    amostra..", hidrocarbonetos,110,125,14.0,115,571
hidrocarbonetos,nsubj:pass,B=FLUIDODATERRA_i,"{'end_char': '261929', 'grafo': '#hydrocarbon', 'start_char': '261914'}",#hydrocarbon,"A redução     valores de S, também pode refletir o início    zona senil,              que os hidrocarbonetos remanescentes    rocha geradora, essencialmente gasosos, seriam perdidos quase que imediatamente após a coleta    amostra, ou mesmo durante a perfuração..", hidrocarbonetos,93,108,16.0,116,575
rocha,nmod,B=ELEMENTO_PETRO,"{'end_char': '261952', 'grafo': '#source_rock', 'start_char': '261947'}",#source_rock,"A redução     valores de S, também pode refletir o início    zona senil,              que os hidrocarbonetos remanescentes    rocha geradora, essencialmente gasosos, seriam perdidos quase que imediatamente após a coleta    amostra, ou mesmo durante a perfuração..", rocha geradora,126,140,18.0,116,575
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '262174', 'grafo': '#hydrocarbon', 'start_char': '262159'}",#hydrocarbon,"Cabe lembrar,    entanto, que se tem observado a depleção    conteúdo de hidrocarbonetos livres    rocha geradora a profundidades em que o grau de evolução térmica (até 1,0%Ro) não é considerado compatível com a geração de quantidades significativas de gás..", hidrocarbonetos,73,88,13.0,117,576
rocha,obl,B=ELEMENTO_PETRO,"{'end_char': '262190', 'grafo': '#source_rock', 'start_char': '262185'}",#source_rock,"Cabe lembrar,    entanto, que se tem observado a depleção    conteúdo de hidrocarbonetos livres    rocha geradora a profundidades em que o grau de evolução térmica (até 1,0%Ro) não é considerado compatível com a geração de quantidades significativas de gás..", rocha geradora,99,113,15.0,117,576
geração,obl,B=EVENTO_PETRO,"{'end_char': '262305', 'grafo': '#hydrocarbon_generation', 'start_char': '262298'}",#hydrocarbon_generation,"Cabe lembrar,    entanto, que se tem observado a depleção    conteúdo de hidrocarbonetos livres    rocha geradora a profundidades em que o grau de evolução térmica (até 1,0%Ro) não é considerado compatível com a geração de quantidades significativas de gás..", geração,212,219,37.0,117,576
gás,nmod,B=FLUIDODATERRA_i,"{'end_char': '262342', 'grafo': '#gas', 'start_char': '262339'}",#gas,"Cabe lembrar,    entanto, que se tem observado a depleção    conteúdo de hidrocarbonetos livres    rocha geradora a profundidades em que o grau de evolução térmica (até 1,0%Ro) não é considerado compatível com a geração de quantidades significativas de gás..", gás,253,256,42.0,117,576
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '262470', 'grafo': '#hydrocarbon', 'start_char': '262455'}",#hydrocarbon,"Alguns autores (como Price, 1994 e referências      contidas) têm levantado a possibilidade de perda de hidrocarbonetos livres presentes     rochas geradoras, independente de sua composição, ainda durante a perfuração     poços..", hidrocarbonetos,104,119,18.0,118,578
rochas,obl,B=ELEMENTO_PETRO,"{'end_char': '262498', 'grafo': '#source_rock', 'start_char': '262492'}",#source_rock,"Alguns autores (como Price, 1994 e referências      contidas) têm levantado a possibilidade de perda de hidrocarbonetos livres presentes     rochas geradoras, independente de sua composição, ainda durante a perfuração     poços..", rochas geradoras,141,157,21.0,118,578
poços,nmod,B=POÇO,"{'end_char': '262578', 'grafo': '#well', 'start_char': '262573'}",#well,"Alguns autores (como Price, 1994 e referências      contidas) têm levantado a possibilidade de perda de hidrocarbonetos livres presentes     rochas geradoras, independente de sua composição, ainda durante a perfuração     poços..", poços,222,227,33.0,118,578
